elemento,tipo,grupo,perfil,combo,tipo_combo,metodo,tipo_valor,extremo,nodo,longitud_m,P_N,Vy_N,Vz_N,T_Nm,My_Nm,Mz_Nm,V_resultante_N,M_resultante_Nm
111,COLUMNA,Columna_2,ORC 305 x 12.7,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,27,3.2,-507808.56372961873,-4736.9776178552365,517.2808128785874,8.17212204937394,1393.98166376727,9856.291896133696,4765.137604669335,9954.379680357291
112,COLUMNA,Columna_1,ORC 203 x 9.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,I,12,3.2,224035.22759919814,1.683099422206209,130.47554311587027,-1.7960728546418125,-193.71640478842667,-71.70154802295171,130.4863984292859,206.5602998473841
112,COLUMNA,Columna_1,ORC 203 x 9.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,28,3.2,-221750.29809519814,-1.683099422206209,-130.47554311587027,1.7960728546418125,-223.80533318235825,77.08746617401158,130.4863984292859,236.7093251268225
113,COLUMNA,Columna_1,ORC 203 x 9.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,I,13,3.2,320747.6436488589,22.6315215550426,59.47138787933156,-1.7960728546418125,-106.66902691064429,-18.21864799090774,63.632002515953104,108.21367952657539
113,COLUMNA,Columna_1,ORC 203 x 9.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,29,3.2,-318462.7141448589,-22.6315215550426,-59.47138787933156,1.7960728546418125,-83.63941430321668,90.63951696704406,63.632002515953104,123.33318150848211
114,COLUMNA,Columna_1,ORC 203 x 9.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,I,14,3.2,471042.5218300404,-168.6144655262352,202.5269858978205,-1.7960728546418125,-269.9162306212195,-136.62255005529357,263.52991860802814,302.52354079704037
114,COLUMNA,Columna_1,ORC 203 x 9.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,30,3.2,-468757.5923260404,168.6144655262352,-202.5269858978205,1.7960728546418125,-378.17012425180616,-402.94373962865905,263.52991860802814,552.6086320195832
115,COLUMNA,Columna_1,ORC 203 x 9.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,I,15,3.2,414134.47736720525,323.13161905476125,141.26999780975572,-1.7960728546418085,-214.24333770604946,387.906606831102,352.6630906603634,443.1385148851852
115,COLUMNA,Columna_1,ORC 203 x 9.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,31,3.2,-411849.54786320525,-323.1316190547625,-141.26999780975572,1.7960728546418085,-237.82065528516884,646.1145741441359,352.6630906603646,688.4930696831487
116,COLUMNA,Columna_1,ORC 203 x 9.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,I,16,3.2,267015.3487516202,84.96618519543526,24.041744780565004,-1.7960728546418125,-68.87740760529331,17.13374346849261,88.30208445307974,70.97649219051213
116,COLUMNA,Columna_1,ORC 203 x 9.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,32,3.2,-264730.4192476202,-84.96618519543526,-24.041744780565004,1.7960728546418125,-8.056175692514707,254.75804915690023,88.30208445307974,254.88539694736977
117,VIGA,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,I,17,3.16,0.0,-1.657364462463714e-15,-501.9906959831958,0.07786151935741303,237.11367467805732,-2.6186358506926682e-15,501.9906959831958,237.11367467805732
117,VIGA,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,101,3.16,0.0,1.657364462463714e-15,-759.383028016804,-0.07786151935741303,-643.7935592911583,-2.6186358506926682e-15,759.383028016804,643.7935592911583
118,VIGA,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,I,101,3.16,0.0,6.215116734238928e-16,-842.8796346838084,0.07786151935741305,643.7935592911585,9.819884440097507e-16,842.8796346838084,643.7935592911585
118,VIGA,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,18,3.16,0.0,-6.215116734238928e-16,-418.49408931619143,-0.07786151935741305,26.735602389676274,9.819884440097507e-16,418.49408931619143,26.735602389676274
119,VIGA,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,I,17,3.1,0.0,-4.305353427777749e-15,-515.4012239073805,-0.0044408775017003915,316.44420394311396,-6.67329781305551e-15,515.4012239073805,316.44420394311396
119,VIGA,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,103,3.1,0.0,4.305353427777749e-15,-722.0223660926193,0.0044408775017003915,-636.7069743302341,-6.67329781305551e-15,722.0223660926193,636.7069743302341
